繁體,簡體,拼音,詞例,定義,又作
薺,荠,tsɐi⁴,荸薺,一種可供食用的草本植物
蠐,蛴,tsɐi⁴
薺,荠,tsɐi⁵,薺菜，其甘如薺,一種可入藥草本植物
測,测,tsɐk⁷/tsak⁷
惻,恻,tsɐk⁷/tsak⁷
寢,寝,tsɐm²
磣,碜,tsɐm²
讖,谶,tsɐm³/tsam³
侵,侵,tsɐm¹
棽,棽,tsɐm¹
參,参,tsɐm¹/tsam¹,參差，參差不齊,大小不一，不整齊的樣子
沉,沉,tsɐm⁴,"","",沈
尋,寻,tsɐm⁴
蕁,荨,tsɐm⁴
鱘,鲟,tsɐm⁴
蕈,蕈,tsɐm⁵
診,诊,tsɐn²
哂,哂,tsɐn²
矧,矧,tsɐn²
疹,疹,tsɐn²
抻,抻,tsɐn²
縝,缜,tsɐn²/dzɐn²
襯,衬,tsɐn³
趁,趁,tsɐn³
親,亲,tsɐn³,親家，親家公，親家母,指兩家兒女相婚配的親戚關係
齔,龀,tsɐn³
親,亲,tsɐn¹,親戚，探親
嗔,嗔,tsɐn¹
瞋,瞋,tsɐn¹
塵,尘,tsɐn⁴
陳,陈,tsɐn⁴
葺,葺,tsɐp⁷
緝,缉,tsɐp⁷
輯,辑,tsɐp⁷
漆,漆,tsɐt⁷
柒,柒,tsɐt⁷
七,七,tsɐt⁷
丑,丑,tsɐu²
醜,丑,tsɐu²
瞅,瞅,tsɐu²,"","",偢
臭,臭,tsɐu³
糗,糗,tsɐu³
嗅,嗅,tsɐu³
湊,凑,tsɐu³
溴,溴,tsɐu³
鞦,秋,tsɐu¹
抽,抽,tsɐu¹
鰍,鳅,tsɐu¹
秋,秋,tsɐu¹
楸,楸,tsɐu¹
惆,惆,tsɐu⁴
酬,酬,tsɐu⁴
綢,绸,tsɐu⁴
稠,稠,tsɐu⁴
疇,畴,tsɐu⁴
躊,踌,tsɐu⁴
囚,囚,tsɐu⁴
籌,筹,tsɐu⁴
泅,泅,tsɐu⁴
仇,仇,tsɐu⁴,"",（俗，姓）
儔,俦,tsɐu⁴
遒,遒,tsɐu⁴
曾,曾,tsɐŋ⁴,曾經，未曾
層,层,tsɐŋ⁴
嶒,嶒,tsɐŋ⁴
採,采,tsɔi²
睬,睬,tsɔi²
采,采,tsɔi²
綵,彩,tsɔi²
彩,彩,tsɔi²
菜,菜,tsɔi³
賽,赛,tsɔi³
蔡,蔡,tsɔi³
塞,塞,tsɔi³,塞外，要塞，邊塞，關塞，塞翁失馬,邊界上的險要地方
材,材,tsɔi⁴
裁,裁,tsɔi⁴
才,才,tsɔi⁴,"","",纔
財,财,tsɔi⁴
錯,错,tsɔk⁸,錯亂，交錯，錯雜，錯綜複雜，犬牙交錯
楚,楚,tsɔ²
礎,础,tsɔ²
憷,憷,tsɔ²
錯,错,tsɔ³,錯誤，犯錯
銼,锉,tsɔ³
挫,挫,tsɔ³
初,初,tsɔ¹
雛,雏,tsɔ¹
芻,刍,tsɔ¹
磋,磋,tsɔ¹
搓,搓,tsɔ¹
蹉,蹉,tsɔ¹
敞,敞,tsɔŋ²
廠,厂,tsɔŋ²
闖,闯,tsɔŋ²
氅,氅,tsɔŋ²
昶,昶,tsɔŋ²
創,创,tsɔŋ³,創辦，創建，創刊，創舉，首創,初次，開始做
愴,怆,tsɔŋ³
滄,沧,tsɔŋ¹
創,创,tsɔŋ¹,創傷，創痕，創口，重創，刀創，重創敵軍,傷口，打擊
傖,伧,tsɔŋ¹
瘡,疮,tsɔŋ¹
蒼,苍,tsɔŋ¹
艙,舱,tsɔŋ¹
倉,仓,tsɔŋ¹
鶬,鸧,tsɔŋ¹
藏,藏,tsɔŋ⁴,躲藏，隱藏，收藏,躲，收好
床,床,tsɔŋ⁴,"","",牀
幢,幢,tsɔŋ⁴,幢幡，旗幢，人影幢幢,（古）旌旗的一種
鋤,锄,tsɔ⁴
痤,痤,tsɔ⁴
坐,坐,tsɔ⁵,"",（口語）
尺,尺,tsɛk⁸
赤,赤,tsɛk⁸
呎,呎,tsɛk⁸
扯,扯,tsɛ²
且,且,tsɛ²
奢,奢,tsɛ¹
車,车,tsɛ¹,汽車，馬車，公車，火車，紡車，水車，風車,指有輪子的運輸工具
俥,伡,tsɛ¹/gœy¹
邪,邪,tsɛ⁴,邪惡，邪門，邪說，邪念，無邪，中邪，風邪，邪魔外道，改邪歸正,不正當
斜,斜,tsɛ⁴
輋,𪨶,tsɛ⁴
拯,拯,tsɪŋ²
逞,逞,tsɪŋ²
騁,骋,tsɪŋ²
請,请,tsɪŋ²/tsɛŋ²
稱,称,tsɪŋ³,稱一稱,（動詞）量輕重，測定重量
秤,秤,tsɪŋ³
稱,称,tsɪŋ³/tsɐŋ³,稱職，稱心，稱體，對稱，市稱，磅稱，勻稱，稱心如意,適合，相等，相當
蟶,蛏,tsɪŋ¹
氰,氰,tsɪŋ¹
清,清,tsɪŋ¹
稱,称,tsɪŋ¹,稱呼，聲稱，名稱，簡稱，自稱，俗稱,叫，叫做
蜻,蜻,tsɪŋ¹
鯖,鲭,tsɪŋ¹
腈,腈,tsɪŋ¹
青,青,tsɪŋ¹/tsɛŋ¹
情,情,tsɪŋ⁴
懲,惩,tsɪŋ⁴
程,程,tsɪŋ⁴
晴,晴,tsɪŋ⁴
澄,澄,tsɪŋ⁴
呈,呈,tsɪŋ⁴
埕,埕,tsɪŋ⁴
澂,澂,tsɪŋ⁴,"","",澄
裎,裎,tsɪŋ⁴
搐,搐,tsʊk⁷
束,束,tsʊk⁷
矗,矗,tsʊk⁷
蹙,蹙,tsʊk⁷
畜,畜,tsʊk⁷
簇,簇,tsʊk⁷
蓄,蓄,tsʊk⁷
促,促,tsʊk⁷
速,速,tsʊk⁷
簌,簌,tsʊk⁷
蹴,蹴,tsʊk⁷
齪,龊,tsʊk⁷
亍,亍,tsʊk⁷
俶,俶,tsʊk⁷
欻,欻,tsʊk⁷,"",（動詞）有所吹起
寵,宠,tsʊŋ²
冢,冢,tsʊŋ²,"","",塚
銃,铳,tsʊŋ³
匆,匆,tsʊŋ¹
忡,忡,tsʊŋ¹
衝,冲,tsʊŋ¹
聰,聪,tsʊŋ¹
沖,冲,tsʊŋ¹
囪,囱,tsʊŋ¹
憧,憧,tsʊŋ¹
蔥,葱,tsʊŋ¹
涌,涌,tsʊŋ¹
充,充,tsʊŋ¹
樅,枞,tsʊŋ¹,樅樹，樅酸,（樹名）冷杉
驄,骢,tsʊŋ¹
衷,衷,tsʊŋ¹/dzʊŋ¹
從,从,tsʊŋ⁴,從前，從來，從沒，從此，從事，從軍，從速，從簡，從寬，從嚴，跟從，服從，順從，從頭來過，力不從心,跟隨，依順，處理；由，自
叢,丛,tsʊŋ⁴
重,重,tsʊŋ⁴,重新，重複，重來，重疊，重建，重申，重演，重逢，重溫，重圍，重洋，重重，雙重，九重天，重整旗鼓，重蹈覆轍，重見天日，舊地重遊，捲土重來,再，另，又一次
松,松,tsʊŋ⁴
琮,琮,tsʊŋ⁴
蟲,虫,tsʊŋ⁴
重,重,tsʊŋ⁵,重量，重負，重擔，重金，重賞，重罰，重罪，重傷，重病，重聽，重型，重兵，輕重，深重，體重，淨重，舉重，繁重，超重，載重，比重，很重，重武器，避重就輕，舉足輕重，忍辱負重,分量大，數量多，程度深
囤,囤,tyn⁴
團,团,tyn⁴
豚,豚,tyn⁴
臀,臀,tyn⁴
屯,屯,tyn⁴
糰,团,tyn⁴
摶,抟,tyn⁴
斷,断,tyn⁵,斷絕，斷電，斷交，斷奶，斷氣，割斷，截斷，繩子斷了,（口語）長形的東西折掉或從中間截開，隔絕，不繼續
脫,脱,tyt⁸
彖,彖,tœn³
湍,湍,tœn¹/dzyn¹
盾,盾,tœn⁵
腿,腿,tœy²
蛻,蜕,tœy³
退,退,tœy³
推,推,tœy¹
頹,颓,tœy⁴
體,体,tɐi²
涕,涕,tɐi³
嚏,嚏,tɐi³
剃,剃,tɐi³
屜,屉,tɐi³
替,替,tɐi³
薙,薙,tɐi³
梯,梯,tɐi¹
銻,锑,tɐi¹
鷈,䴘,tɐi¹
緹,缇,tɐi⁴
堤,堤,tɐi⁴,"","",隄
啼,啼,tɐi⁴
鵜,鹈,tɐi⁴
題,题,tɐi⁴
蹄,蹄,tɐi⁴
提,提,tɐi⁴
醍,醍,tɐi⁴
娣,娣,tɐi⁵/dɐi⁶
褪,褪,tɐn³
飩,饨,tɐn¹
吞,吞,tɐn¹
透,透,tɐu³
偷,偷,tɐu¹
頭,头,tɐu⁴
投,投,tɐu⁴
骰,骰,tɐu⁴/sik⁷
疼,疼,tɐŋ⁴
騰,腾,tɐŋ⁴
謄,誊,tɐŋ⁴
藤,藤,tɐŋ⁴
滕,滕,tɐŋ⁴
苔,苔,tɔi¹,舌苔,一種舌頭上的物質
胎,胎,tɔi¹
台,台,tɔi¹/tɔi⁴,台州，天台山,（浙江地名）
枱,台,tɔi⁴,"","",檯
跆,跆,tɔi⁴
台,台,tɔi⁴,台階，台詞，台灣，平台，電台，舞台，兄台,高而平的建築物；高出地面可供人活動或表演的地方或設備,臺
苔,苔,tɔi⁴,青苔,一種植物
颱,台,tɔi⁴
薹,薹,tɔi⁴
抬,抬,tɔi⁴,"","",擡
邰,邰,tɔi⁴
怠,怠,tɔi⁵/dɔi⁶
庹,庹,tɔk⁸
託,托,tɔk⁸,"","",托，讬
橐,橐,tɔk⁸
托,托,tɔk⁸
拓,拓,tɔk⁸
柝,柝,tɔk⁸
籜,箨,tɔk⁸
唾,唾,tɔ³/tœ³
拖,拖,tɔ¹
淌,淌,tɔŋ²
倘,倘,tɔŋ²
躺,躺,tɔŋ²
儻,傥,tɔŋ²
帑,帑,tɔŋ²
蹚,蹚,tɔŋ³
燙,烫,tɔŋ³
趟,趟,tɔŋ³
熨,熨,tɔŋ³,熨斗,（俗）把衣服燙平；把衣服燙平的工具
湯,汤,tɔŋ¹
鏜,镗,tɔŋ¹
羰,羰,tɔŋ¹
堂,堂,tɔŋ⁴
唐,唐,tɔŋ⁴
膛,膛,tɔŋ⁴
螳,螳,tɔŋ⁴
塘,塘,tɔŋ⁴
棠,棠,tɔŋ⁴
幢,幢,tɔŋ⁴,石幢，經幢，一幢別墅,（量詞）用於樓房、房屋等；（古）刻著佛號或經咒的石柱
醣,醣,tɔŋ⁴
溏,溏,tɔŋ⁴
螗,螗,tɔŋ⁴
瑭,瑭,tɔŋ⁴
糖,糖,tɔŋ⁴/tɔŋ²
搪,搪,tɔŋ⁴/tɔŋ⁵
陀,陀,tɔ⁴
沱,沱,tɔ⁴
駝,驼,tɔ⁴
鴕,鸵,tɔ⁴
佗,佗,tɔ⁴
馱,驮,tɔ⁴,馱運，馱獸，馱馬，馱轎,（動詞）牲口用背負載人或物
舵,舵,tɔ⁴
砣,砣,tɔ⁴
鼉,鼍,tɔ⁴
坨,坨,tɔ⁴
跎,跎,tɔ⁴
妥,妥,tɔ⁵
橢,椭,tɔ⁵
柁,柁,tɔ⁵/tɔ⁴
踢,踢,tɛk⁸
廳,厅,tɛŋ¹
聽,听,tɛŋ¹,聽見，聽到，聽錯，聽過，聽話，聽筒，聽課，聽診，接聽，偷聽，聽清楚，聽診器,（白讀，用於口語詞彙和單獨使用）用耳朵接受聲音
聽,听,tɪŋ³,聽憑，聽任，聽便，聽訟，聽其自然，聽天由命，聽之任之，垂簾聽政,憑，任，任由，任憑，處理，判斷
聽,听,tɪŋ³/tɪŋ¹,聽覺，聽力，聽說，聽信，聽眾，聽聞，聽障，傾聽，聆聽，打聽，探聽，動聽，旁聽，視聽，竊聽，監聽，截聽，幻聽，公聽會，助聽器，竊聽器，百聽不厭，駭人聽聞，洗耳恭聽，娓娓動聽，危言聳聽,（俗，用於合成詞和成語）用耳朵接受聲音
烴,烃,tɪŋ¹
汀,汀,tɪŋ¹,汀線,水邊平地
聽,听,tɪŋ¹,聽覺，聽力，聽說，聽信，聽眾，聽聞，聽障，傾聽，聆聽，打聽，探聽，動聽，旁聽，視聽，竊聽，監聽，截聽，幻聽，公聽會，助聽器，竊聽器，百聽不厭，駭人聽聞，洗耳恭聽，娓娓動聽，危言聳聽,（文讀，用於合成詞和成語）用耳朵接受聲音
庭,庭,tɪŋ⁴
蜓,蜓,tɪŋ⁴
霆,霆,tɪŋ⁴
婷,婷,tɪŋ⁴
停,停,tɪŋ⁴
廷,廷,tɪŋ⁴
亭,亭,tɪŋ⁴
鋌,铤,tɪŋ⁵
挺,挺,tɪŋ⁵
梃,梃,tɪŋ⁵
艇,艇,tɪŋ⁵/tɛŋ⁵
禿,秃,tʊk⁷
統,统,tʊŋ²
桶,桶,tʊŋ²
捅,捅,tʊŋ²
筒,筒,tʊŋ²/tʊŋ⁴
痛,痛,tʊŋ³
通,通,tʊŋ¹
童,童,tʊŋ⁴
酮,酮,tʊŋ⁴
銅,铜,tʊŋ⁴
佟,佟,tʊŋ⁴
衕,同,tʊŋ⁴
僮,僮,tʊŋ⁴,僮僕，家僮，書僮,（古）未成年的奴僕
同,同,tʊŋ⁴,"","",仝
峒,峒,tʊŋ⁴
彤,彤,tʊŋ⁴
瞳,瞳,tʊŋ⁴
桐,桐,tʊŋ⁴
潼,潼,tʊŋ⁴
峂,峂,tʊŋ⁴
砼,砼,tʊŋ⁴
曈,曈,tʊŋ⁴
歪,歪,wai¹
懷,怀,wai⁴
槐,槐,wai⁴
淮,淮,wai⁴
壞,坏,wai⁶
惑,惑,wak⁹
或,或,wak⁹
劃,划,wak⁹
畫,画,wak⁹,畫圖，畫畫,（動詞）
綰,绾,wan²
玩,玩,wan²,玩兒，玩火，玩足球，玩遊戲，玩皮球，出去玩,遊戲，玩耍
彎,弯,wan¹
灣,湾,wan¹
頑,顽,wan⁴
鬟,鬟,wan⁴
還,还,wan⁴
環,环,wan⁴
玩,玩,wan⁴,玩笑，玩意，開玩笑,耍笑捉弄
寰,寰,wan⁴
鍰,锾,wan⁴
圜,圜,wan⁴,轉圜,環繞，圍繞
嬛,嬛,wan⁴,瑯嬛,天帝的藏書處
挽,挽,wan⁵
輓,挽,wan⁵
鯇,鲩,wan⁵
幻,幻,wan⁶
宦,宦,wan⁶
患,患,wan⁶
豢,豢,wan⁶
繯,缳,wan⁶
斡,斡,wat⁸
挖,挖,wat⁸
滑,滑,wat⁹
猾,猾,wat⁹
話,话,wa²,話劇，話筒，笑話，會話，俗話，神話，童話，閒話，土話，傳話，說話，講話，廣州話，普通話，一句話,（名詞，口語）話語，語言，說出的語言
剮,剐,wa²
畫,画,wa²/wa⁶,畫家，筆畫,（名詞）
窪,洼,wa¹
娃,娃,wa¹
哇,哇,wa¹
蛙,蛙,wa¹
嘩,哗,wa¹
譁,哗,wa¹
凹,凹,wa¹,"",（地名，人名）
橫,横,waŋ⁴,橫跨，縱橫，橫斷面
橫,横,waŋ⁶,橫財，橫禍，蠻橫,粗暴，意外，不吉利
華,华,wa⁴,華麗，華人，精華，中華，年華
驊,骅,wa⁴
鏵,铧,wa⁴
划,划,wa⁴/wa¹
踝,踝,wa⁵
華,华,wa⁶,華山，華佗,（姓，地名）
話,话,wa⁶,話舊，話別，話本，對話，茶話，話家常,（動詞）說，談，談論；（名詞）話語，語言，說出的語言
樺,桦,wa⁶/wa⁴
域,域,wik⁹
閾,阈,wik⁹
蜮,蜮,wik⁹
罭,罭,wik⁹
偎,偎,wui¹
煨,煨,wui¹
猥,猥,wui¹/wɐi²
回,回,wui⁴,"","",囘，囬
徊,徊,wui⁴
洄,洄,wui⁴
迴,回,wui⁴,"","",廻
蛔,蛔,wui⁴
會,会,wui⁵,會說，不會，會游泳，不會來，不會懂，能說會道，不會不懂，一定會實現,能，能夠，善於，可能，有能力做，懂得怎樣做
匯,汇,wui⁶,"","",滙
會,会,wui⁶,會合，會話，會審，會師，會齊，會客，會面，會意，會賬，都會，省會，誤會，領會，機會，一會，一會兒，這會兒，那會兒，多會兒，適逢其會,聚合，集合，合攏，合在一起；城市；見面；理解，領悟；片刻，很短的時間
燴,烩,wui⁶
會,会,wui⁶/kui²,會計，會計師,總計，會計
會,会,wui⁶/wui²,會議，開會，舞會，集會，工會，紀念會，學生會,多人集合的活動或組織
彙,汇,wui⁶/wɐi⁶
碗,碗,wun²
腕,腕,wun²
莞,莞,wun²,莞爾，莞爾一笑,微笑的樣子
豌,豌,wun²/wun¹
玩,玩,wun²/wun⁶,古玩，珍玩,供玩賞的東西
剜,剜,wun¹
垣,垣,wun⁴
桓,桓,wun⁴
援,援,wun⁴/jyn⁴
媛,媛,wun⁴/jyn⁴
浣,浣,wun⁵
皖,皖,wun⁵
喚,唤,wun⁶
換,换,wun⁶
瘓,痪,wun⁶
緩,缓,wun⁶
玩,玩,wun⁶,玩弄，玩具，玩味，遊玩，玩世不恭,戲弄，耍弄，觀賞
奐,奂,wun⁶
煥,焕,wun⁶
渙,涣,wun⁶
活,活,wut⁹
摀,捂,wu²
塢,坞,wu²
滸,浒,wu²,水滸,靠近水邊的地方
和,和,wu²,"",（賭博用語）打麻將獲勝
糊,糊,wu²,麵糊，芋糊，米糊，糨糊，芝麻糊，花生糊，玉米糊，辣椒糊,（名詞）濃稠如粥的食物
惡,恶,wu³,可惡，厭惡，憎惡，好惡，深惡痛絕，好逸惡勞,討厭，憎恨
鄔,邬,wu¹
污,污,wu¹,"","",汙
鎢,钨,wu¹
烏,乌,wu¹
嗚,呜,wu¹
惡,恶,wu¹,惡乎,（古疑問代詞、歎詞）何，怎麼
圬,圬,wu¹
糊,糊,wu⁴,糊牆，糊泥，糊塗，糊弄，糊人，糊著，含糊，模糊，迷糊，黏糊，爛糊，糊信封，糊燈籠，糊窟窿，糊頂棚,（動詞）黏貼，用糊狀物塗抹；（形容詞）不清楚，不明白，不明事理；（動詞，方言）敷衍，愚弄，矇騙，矇混
葫,葫,wu⁴
壺,壶,wu⁴
湖,湖,wu⁴
狐,狐,wu⁴
蝴,蝴,wu⁴
瑚,瑚,wu⁴
猢,猢,wu⁴
煳,煳,wu⁴
餬,糊,wu⁴
鬍,胡,wu⁴
衚,胡,wu⁴
鶘,鹕,wu⁴
弧,弧,wu⁴
胡,胡,wu⁴
醐,醐,wu⁴
滬,沪,wu⁶
扈,扈,wu⁶
護,护,wu⁶
祜,祜,wu⁶
戶,户,wu⁶
互,互,wu⁶
芋,芋,wu⁶
怙,怙,wu⁶
瓠,瓠,wu⁶/wu⁴
萎,萎,wɐi²
喟,喟,wɐi²
痿,痿,wɐi²
卉,卉,wɐi²
委,委,wɐi²,委任，委託，委派，委員，委婉，委屈，主委，編委，常委，省委，政委，委以重任,任命，託付
毀,毁,wɐi²,"","",譭，燬
諉,诿,wɐi²
蔚,蔚,wɐi³
餵,喂,wɐi³
畏,畏,wɐi³
穢,秽,wɐi³
慰,慰,wɐi³
尉,尉,wɐi³
喂,喂,wɐi³
薈,荟,wɐi³/wui⁶
威,威,wɐi¹
委,委,wɐi¹,委蛇，虛與委蛇,應付，敷衍
逶,逶,wɐi¹
葳,葳,wɐi¹
崴,崴,wɐi¹
違,违,wɐi⁴
唯,唯,wɐi⁴
桅,桅,wɐi⁴
帷,帷,wɐi⁴
為,为,wɐi⁴,以為，認為,"",爲
惟,惟,wɐi⁴
圍,围,wɐi⁴
維,维,wɐi⁴
遺,遗,wɐi⁴
闈,闱,wɐi⁴
濰,潍,wɐi⁴
韙,韪,wɐi⁵
偉,伟,wɐi⁵
瑋,玮,wɐi⁵
葦,苇,wɐi⁵
緯,纬,wɐi⁵
韋,韦,wɐi⁵
諱,讳,wɐi⁵
煒,炜,wɐi⁵
暐,𬀩,wɐi⁵
位,位,wɐi⁶
惠,惠,wɐi⁶
謂,谓,wɐi⁶
衛,卫,wɐi⁶,"","",衞
胃,胃,wɐi⁶
慧,慧,wɐi⁶
為,为,wɐi⁶,為了，因為,"",爲
蝟,猬,wɐi⁶
渭,渭,wɐi⁶
蕙,蕙,wɐi⁶
蟪,蟪,wɐi⁶
恚,恚,wɐi⁶
穩,稳,wɐn²
慍,愠,wɐn³
蘊,蕴,wɐn³
醞,酝,wɐn³
搵,揾,wɐn³
氳,氲,wɐn¹
瘟,瘟,wɐn¹
溫,温,wɐn¹
贇,赟,wɐn¹
塭,塭,wɐn¹
轀,辒,wɐn¹,轀輬，轀車,（古）可以臥的車；喪車
蕓,芸,wɐn⁴
云,云,wɐn⁴
筠,筠,wɐn⁴,"",竹子的青皮
暈,晕,wɐn⁴,暈倒，暈厥，暈眩，暈船，暈車，暈機，頭暈，發暈，眼暈，暈過去，暈頭轉向，暈頭暈腦，頭暈眼花,頭昏，昏迷，頭腦不清，喪失知覺；乘坐交通工具時頭腦不舒服
耘,耘,wɐn⁴
妘,妘,wɐn⁴
勻,匀,wɐn⁴
渾,浑,wɐn⁴
魂,魂,wɐn⁴
餛,馄,wɐn⁴
鋆,鋆,wɐn⁴,"",金子
芸,芸,wɐn⁴
紜,纭,wɐn⁴
雲,云,wɐn⁴
昀,昀,wɐn⁴
琿,珲,wɐn⁴
沄,沄,wɐn⁴
澐,沄,wɐn⁴
隕,陨,wɐn⁵
尹,尹,wɐn⁵
允,允,wɐn⁵
殞,殒,wɐn⁵
狁,狁,wɐn⁵
韻,韵,wɐn⁵/wɐn⁶
暈,晕,wɐn⁶,日暈，月暈，紅暈，墨暈，燈暈，酒暈,出現在日月周圍的光環
熨,熨,wɐn⁶,熨斗,把衣服燙平；把衣服燙平的工具
混,混,wɐn⁶,"","",溷
運,运,wɐn⁶
諢,诨,wɐn⁶
鄆,郓,wɐn⁶
屈,屈,wɐt⁷
鬱,郁,wɐt⁷
熨,熨,wɐt⁷,熨貼,恰當，貼切，妥貼，舒適
詘,诎,wɐt⁷
核,核,wɐt⁹,果核，杏核，桃核，梨核,（口語）果實中心堅硬而含果仁的部份
鷸,鹬,wɐt⁹,鷸蚌相爭
聿,聿,wɐt⁹/lœt⁹
閎,闳,wɐŋ⁴
宏,宏,wɐŋ⁴
弘,弘,wɐŋ⁴
泓,泓,wɐŋ⁴
紘,纮,wɐŋ⁴
獲,获,wɔk⁹
穫,获,wɔk⁹
鑊,镬,wɔk⁹
蠖,蠖,wɔk⁹
鸌,鹱,wɔk⁹
鍋,锅,wɔ¹
蝸,蜗,wɔ¹
窩,窝,wɔ¹
渦,涡,wɔ¹
撾,挝,wɔ¹
媧,娲,wɔ¹
倭,倭,wɔ¹
萵,莴,wɔ¹
堝,埚,wɔ¹
窠,窠,wɔ¹/fɔ¹
枉,枉,wɔŋ²
汪,汪,wɔŋ¹
王,王,wɔŋ⁴
隍,隍,wɔŋ⁴
煌,煌,wɔŋ⁴
遑,遑,wɔŋ⁴
蝗,蝗,wɔŋ⁴
黃,黄,wɔŋ⁴
皇,皇,wɔŋ⁴
磺,磺,wɔŋ⁴
惶,惶,wɔŋ⁴
潢,潢,wɔŋ⁴
凰,凰,wɔŋ⁴
徨,徨,wɔŋ⁴
簧,簧,wɔŋ⁴
蟥,蟥,wɔŋ⁴
璜,璜,wɔŋ⁴
往,往,wɔŋ⁵
旺,旺,wɔŋ⁶
禾,禾,wɔ⁴
和,和,wɔ⁴,和平，和諧，和好，和服，講和，共和，暖和，軟和，熱和,停戰，不爭執，順適；氣候溫暖
禍,祸,wɔ⁶
和,和,wɔ⁶,和詩，和韻，和答，唱和，附和，酬和，和麵，和泥，和弄，拌和，摻和，攪和，和稀泥，曲高和寡，一唱一和，用水和麵,聲音相應；加水攪拌或揉弄粉狀物；拌，調勻，攙和，混合
扔,扔,wɪŋ¹/jɪŋ⁴
嶸,嵘,wɪŋ⁴
榮,荣,wɪŋ⁴
蠑,蝾,wɪŋ⁴
永,永,wɪŋ⁵
詠,咏,wɪŋ⁶
泳,泳,wɪŋ⁶
穎,颖,wɪŋ⁶
潁,颍,wɪŋ⁶
捱,挨,ŋai⁴,捱餓，捱打，捱罵，捱日子,遭受，親身受到，困難地度過
涯,涯,ŋai⁴
崖,崖,ŋai⁴
睚,睚,ŋai⁴
厓,厓,ŋai⁴
艾,艾,ŋai⁶
刈,刈,ŋai⁶
砹,砹,ŋai⁶
額,额,ŋak⁹
岩,岩,ŋam⁴,"","",巖
癌,癌,ŋam⁴
顏,颜,ŋan⁴
眼,眼,ŋan⁵
雁,雁,ŋan⁶
贗,赝,ŋan⁶,"","",贋
餚,肴,ŋau⁴
爻,爻,ŋau⁴
淆,淆,ŋau⁴
崤,崤,ŋau⁴,"","",殽
樂,乐,ŋau⁴/ŋau⁶,樂山樂水，樂道安貧，知者樂水，仁者樂山,愛好，喜好，欣賞
咬,咬,ŋau⁵
硬,硬,ŋaŋ⁶
牙,牙,ŋa⁴
衙,衙,ŋa⁴
芽,芽,ŋa⁴
蚜,蚜,ŋa⁴
雅,雅,ŋa⁵
佤,佤,ŋa⁵
瓦,瓦,ŋa⁵
訝,讶,ŋa⁶
齧,啮,ŋit⁹/ŋat⁹,"","",囓，嚙
螯,螯,ŋou⁴
驁,骜,ŋou⁴
獒,獒,ŋou⁴
敖,敖,ŋou⁴
翱,翱,ŋou⁴
鰲,鳌,ŋou⁴
聱,聱,ŋou⁴
熬,熬,ŋou⁴/ŋau⁴
遨,遨,ŋou⁴/ŋou⁶
傲,傲,ŋou⁶
危,危,ŋɐi⁴
倪,倪,ŋɐi⁴
巍,巍,ŋɐi⁴
霓,霓,ŋɐi⁴,"","",蜺
嵬,嵬,ŋɐi⁴
猊,猊,ŋɐi⁴
鯢,鲵,ŋɐi⁴
蟻,蚁,ŋɐi⁵
藝,艺,ŋɐi⁶
毅,毅,ŋɐi⁶
囈,呓,ŋɐi⁶
詣,诣,ŋɐi⁶
魏,魏,ŋɐi⁶
羿,羿,ŋɐi⁶
偽,伪,ŋɐi⁶,"","",僞
睨,睨,ŋɐi⁶
銀,银,ŋɐn⁴
垠,垠,ŋɐn⁴
齦,龈,ŋɐn⁴
齗,龂,ŋɐn⁴
沂,沂,ŋɐn⁴,"",河岸
狺,狺,ŋɐn⁴
圻,圻,ŋɐn⁴,"",界限，邊際
鄞,鄞,ŋɐn⁴
屹,屹,ŋɐt⁹
迄,迄,ŋɐt⁹
兀,兀,ŋɐt⁹
杌,杌,ŋɐt⁹,"","",阢
圪,圪,ŋɐt⁹
汔,汔,ŋɐt⁹
勾,勾,ŋɐu¹
鉤,钩,ŋɐu¹,"","",鈎
牛,牛,ŋɐu⁴
藕,藕,ŋɐu⁵
偶,偶,ŋɐu⁵
耦,耦,ŋɐu⁵
呆,呆,ŋɔi⁴,呆板，發呆，痴呆，呆呆地,傻，愚蠢，停留，逗留,獃
礙,碍,ŋɔi⁶
外,外,ŋɔi⁶
鄂,鄂,ŋɔk⁹
噩,噩,ŋɔk⁹
愕,愕,ŋɔk⁹
嶽,岳,ŋɔk⁹
顎,颚,ŋɔk⁹
鱷,鳄,ŋɔk⁹,"","",鰐
樂,乐,ŋɔk⁹,樂器，音樂,音樂
岳,岳,ŋɔk⁹
櫟,栎,ŋɔk⁹,櫟陽,（地名）
鶚,鹗,ŋɔk⁹
崿,崿,ŋɔk⁹
岸,岸,ŋɔn⁶
犴,犴,ŋɔn⁶
骯,肮,ŋɔŋ¹/ŋɔŋ³
昂,昂,ŋɔŋ⁴
娥,娥,ŋɔ⁴
俄,俄,ŋɔ⁴
訛,讹,ŋɔ⁴
鵝,鹅,ŋɔ⁴
哦,哦,ŋɔ⁴,吟哦,低聲地唱
莪,莪,ŋɔ⁴
蛾,蛾,ŋɔ⁴
峨,峨,ŋɔ⁴,"","",峩
我,我,ŋɔ⁵
臥,卧,ŋɔ⁶
餓,饿,ŋɔ⁶
嗯,嗯,ŋ̩²,嗯？怎麼回事，嗯？你說什麼，嗯？你在幹嘛，嗯！那可不成，嗯！我看不一定,（歎詞）表示疑問、懷疑、意外、出乎意料、不以為然等語氣
蜈,蜈,ŋ̩⁴
