隘	隘	aai³			
狺	狺	ngan⁴			
圻	圻	ngan⁴		界限，邊際	
鄞	鄞	ngan⁴			
屹	屹	ngat⁶			
迄	迄	ngat⁶			
兀	兀	ngat⁶			
杌	杌	ngat⁶			阢
圪	圪	ngat⁶			
汔	汔	ngat⁶			
勾	勾	ngau¹			
鉤	钩	ngau¹			鈎
牛	牛	ngau⁴			
藕	藕	ngau⁵			
偶	偶	ngau⁵			
耦	耦	ngau⁵			
牙	牙	nga⁴			
衙	衙	nga⁴			
芽	芽	nga⁴			
蚜	蚜	nga⁴			
雅	雅	nga⁵			
佤	佤	nga⁵			
瓦	瓦	nga⁵			
訝	讶	nga⁶			
齧	啮	ngit⁶/ngaat⁶			囓，嚙
娥	娥	ngoh⁴			
俄	俄	ngoh⁴			
訛	讹	ngoh⁴			
鵝	鹅	ngoh⁴			
哦	哦	ngoh⁴	吟哦	低聲地唱	
莪	莪	ngoh⁴			
蛾	蛾	ngoh⁴			
峨	峨	ngoh⁴			峩
我	我	ngoh⁵			
臥	卧	ngoh⁶			
餓	饿	ngoh⁶			
呆	呆	ngoi⁴	呆板，發呆，痴呆，呆呆地	傻，愚蠢，停留，逗留	獃
礙	碍	ngoi⁶			
外	外	ngoi⁶			
鄂	鄂	ngok⁶			
噩	噩	ngok⁶			
愕	愕	ngok⁶			
嶽	岳	ngok⁶			
顎	颚	ngok⁶			
鱷	鳄	ngok⁶			鰐
樂	乐	ngok⁶	樂器，音樂	音樂	
岳	岳	ngok⁶			
櫟	栎	ngok⁶	櫟陽	（地名）	
鶚	鹗	ngok⁶			
崿	崿	ngok⁶			
骯	肮	ngong¹/ngong³			
昂	昂	ngong⁴			
岸	岸	ngon⁶			
犴	犴	ngon⁶			
螯	螯	ngo⁴			
驁	骜	ngo⁴			
獒	獒	ngo⁴			
敖	敖	ngo⁴			
翱	翱	ngo⁴			
鰲	鳌	ngo⁴			
聱	聱	ngo⁴			
熬	熬	ngo⁴/ngaau⁴			
遨	遨	ngo⁴/ngo⁶			
傲	傲	ngo⁶			
嗯	嗯	ng²	嗯？怎麼回事，嗯？你說什麼，嗯？你在幹嘛，嗯！那可不成，嗯！我看不一定	（歎詞）表示疑問、懷疑、意外、出乎意料、不以為然等語氣	
蜈	蜈	ng⁴			
鼯	鼯	ng⁴			
梧	梧	ng⁴			
吾	吾	ng⁴			
吳	吴	ng⁴			
鋙	铻	ng⁴			
伍	伍	ng⁵			
牾	牾	ng⁵			
午	午	ng⁵			
忤	忤	ng⁵			
五	五	ng⁵			
焐	焐	ng⁶			
晤	晤	ng⁶			
誤	误	ng⁶			
嗯	嗯	ng⁶	嗯！好吧，嗯！就這樣吧，嗯！就這麼辦吧	（歎詞）表示答應、應允等語氣	
悟	悟	ng⁶			
暱	昵	nik¹			
匿	匿	nik¹			
溺	溺	nik¹/nik⁶	溺水，溺死	淹沒，沉迷，過分	
捻	捻	nim²			
拈	拈	nim¹			
黏	黏	nim¹	黏度，黏土，黏液，黏糊，黏稠，黏性，黏膜，黏著，黏附，黏接，黏住，黏合，黏結，發黏，很黏，黏著力	（形容詞）像膠水一樣有附著力	粘
粘	粘	nim¹/jim¹	粘連，粘牙，粘在一起，粘在手上	（不及物動詞）附著，膠著，纏著；有黏性的東西互相連結	黏
鯰	鲇	nim⁴			鮎
粘	粘	nim⁴	粘貼，粘封信，粘海報，粘標語，粘郵票	（及物動詞）貼合，貼附；用膠水、漿糊等有黏性的東西使物件連結起來，使不分開；（姓）	黏
念	念	nim⁶			
唸	念	nim⁶			
廿	廿	nim⁶			
寧	宁	ning⁴	寧靜，安寧，息事寧人，坐臥不寧	安靜，平靜，安定	
獰	狞	ning⁴			
嚀	咛	ning⁴			
檸	柠	ning⁴			
佞	佞	ning⁶			
擰	拧	ning⁶			
濘	泞	ning⁶			
寧	宁	ning⁶	寧可，寧願，寧死不屈，寧缺毋濫	情願	
寧	宁	ning⁶		（姓）	甯
年	年	nin⁴			
碾	碾	nin⁵	碾米，碾碎		
鎳	镍	nip¹			
聶	聂	nip⁶			
顳	颞	nip⁶			
捏	捏	nip⁶			
鑷	镊	nip⁶			
涅	涅	nip⁶			
躡	蹑	nip⁶			
隉	陧	nip⁶			
裊	袅	niu⁵			
鳥	鸟	niu⁵			
尿	尿	niu⁶			
溺	溺	niu⁶	便溺	尿，小便	
脲	脲	niu⁶			
那	那	noh¹		（姓）	
挪	挪	noh⁴			
挼	挼	noh⁴			
娜	娜	noh⁵	婀娜，裊娜，婀娜多姿	柔軟細長，輕盈柔美的樣子	
糯	糯	noh⁶			
懦	懦	noh⁶			
奈	奈	noi⁶			
耐	耐	noi⁶			
內	内	noi⁶			
萘	萘	noi⁶			
諾	诺	nok⁶			
囊	囊	nong⁴			
囔	囔	nong⁴			
饢	馕	nong⁴		一種烤製的麵餅	
瓤	瓤	nong⁴			
饢	馕	nong⁵	饢嗓，饢糠，饢糟	拼命往嘴裡塞食物	
齉	齉	nong⁶			
奴	奴	no⁴			
駑	驽	no⁴			
瑙	瑙	no⁵			
弩	弩	no⁵			
惱	恼	no⁵			
腦	脑	no⁵			
努	努	no⁵/lo⁵			
怒	怒	no⁶			
暖	暖	nuen⁵			
煖	煖	nuen⁵/huen¹			
嫩	嫩	nuen⁶			
釹	钕	nui⁵			
餒	馁	nui⁵			
女	女	nui⁵			
衄	衄	nuk⁶			衂
忸	忸	nuk⁶/nau²			
農	农	nung⁴			
濃	浓	nung⁴			
儂	侬	nung⁴			
膿	脓	nung⁴			
噥	哝	nung⁴			
訥	讷	nut⁶/naap⁶			
婀	婀	oh¹			
噢	噢	oh¹			
喔	喔	oh¹			
軻	轲	oh¹			
柯	柯	oh¹			
珂	珂	oh¹			
阿	阿	oh¹	阿諛，阿附，阿膠，阿房宮，阿其所好，阿諛逢迎，阿彌陀佛，剛直不阿	迎合，偏袒	
哦	哦	oh⁴		（歎詞）表示驚奇、疑問、將信將疑等	
哦	哦	oh⁶		（歎詞）表示領悟、領會、醒悟等	
藹	蔼	oi²			
曖	暧	oi²			
靉	叆	oi²			
毐	毐	oi²			
噯	嗳	oi²			
愛	爱	oi³			
璦	瑷	oi³			
嬡	嫒	oi³			
埃	埃	oi¹			
哀	哀	oi¹			
惡	恶	ok³	惡人，惡性，惡劣，惡霸，惡感，惡習，惡戰，罪惡，兇惡，善惡	壞，不好，兇狠	
堊	垩	ok³			
噁	恶	ok³			惡
盎	盎	ong³			
案	案	on³			
按	按	on³			
摁	摁	on³			
安	安	on¹			
鞍	鞍	on¹			
氨	氨	on¹			
銨	铵	on¹			
胺	胺	on¹			
桉	桉	on¹			
媼	媪	o²			
懊	懊	o³			
澳	澳	o³			
奧	奥	o³			
襖	袄	o³/o²			
鏖	鏖	o¹/ngo⁴			
派	派	paai³			
哌	哌	paai³			
湃	湃	paai³/baai³			
排	排	paai⁴			
俳	俳	paai⁴			
牌	牌	paai⁴			
珀	珀	paak³			
拍	拍	paak³			
柏	柏	paak³	柏樹，柏林，松柏，側柏，柏拉圖，都柏林	一種常綠喬木；（地名、人名）譯音字	
帕	帕	paak³			
魄	魄	paak³			
柏	柏	paak³/baak³	柏油，柏油路	瀝青	
啪	啪	paak¹			
烹	烹	paang¹			
澎	澎	paang¹/paang⁴	澎湃		
彭	彭	paang⁴			
鵬	鹏	paang⁴			
硼	硼	paang⁴			
澎	澎	paang⁴	澎湖	（地名）	
棚	棚	paang⁴			
膨	膨	paang⁴			
嘭	嘭	paang⁴			
棒	棒	paang⁵			
盼	盼	paan³			
袢	袢	paan³			
扳	扳	paan¹			
攀	攀	paan¹			
跑	跑	paau²			
炮	炮	paau³			砲，礮
豹	豹	paau³			
疱	疱	paau³			皰
泡	泡	paau³	泡水，泡茶，泡菜，泡飯，泡麵，泡湯，泡澡，浸泡	用水沖或浸	
趵	趵	paau³			
脬	脬	paau¹			
拋	抛	paau¹			
泡	泡	paau¹	泡兒，起泡，泡影，泡幻，眼泡，豆泡，一泡尿，一泡屎，電燈泡	像泡一樣的東西，泡狀器物，鼓起而鬆軟的東西；（量詞）用於屎尿	
咆	咆	paau⁴			
匏	匏	paau⁴			
庖	庖	paau⁴			
刨	刨	paau⁴			鉋，鑤
麅	狍	paau⁴			
批	批	pai¹			
睥	睥	pai⁵			
憑	凭	pang⁴			
朋	朋	pang⁴			
噴	喷	pan³			
貧	贫	pan⁴			
顰	颦	pan⁴			
嬪	嫔	pan⁴			
頻	频	pan⁴			
瀕	濒	pan⁴/ban¹			
牝	牝	pan⁵			
疋	匹	pat¹			
匹	匹	pat¹			
抔	抔	pau⁴			
怕	怕	pa³			
趴	趴	pa¹			
耙	耙	pa⁴			
扒	扒	pa⁴			
爬	爬	pa⁴			
杷	杷	pa⁴			
琶	琶	pa⁴			
痞	痞	pei²			
仳	仳	pei²			
否	否	pei²	否極泰來	壞，惡，不好	
鄙	鄙	pei²			
圮	圮	pei²			
吡	吡	pei²		斥責，詆毀	
譬	譬	pei³			
屁	屁	pei³			
濞	濞	pei³			
嬖	嬖	pei³			
帔	帔	pei³			
媲	媲	pei³/bei²			
呸	呸	pei¹			
丕	丕	pei¹			
披	披	pei¹			
紕	纰	pei¹			
狉	狉	pei¹			
砒	砒	pei¹			
狓	狓	pei¹			
貔	貔	pei⁴			
毗	毗	pei⁴			
疲	疲	pei⁴			
琵	琵	pei⁴			
脾	脾	pei⁴			
枇	枇	pei⁴			
皮	皮	pei⁴			
蜱	蜱	pei⁴			
郫	郫	pei⁴			
邳	邳	pei⁴			
裨	裨	pei⁴	裨將，偏裨	輔佐的	
被	被	pei⁵	被子，被單，棉被，毛巾被	睡覺時覆蓋身體的東西	
婢	婢	pei⁵			
劈	劈	pek³			
闢	辟	pik¹			
辟	辟	pik¹			
癖	癖	pik¹			
僻	僻	pik¹			
霹	霹	pik¹			
鷿	䴙	pik¹			
聘	聘	ping³			
拼	拼	ping³/ping¹			
砰	砰	ping¹			
姘	姘	ping¹			
怦	怦	ping¹			
娉	娉	ping¹			
抨	抨	ping¹			
蘋	苹	ping⁴			
坪	坪	ping⁴			
屏	屏	ping⁴	屏幕，屏風，屏障，屏蔽，屏條，雀屏，畫屏，孔雀開屏	（動詞）遮擋；（名詞）擋風或隔間的用具	
平	平	ping⁴			
萍	萍	ping⁴			
瓶	瓶	ping⁴			
評	评	ping⁴			
片	片	pin²	片子，片约，相片，唱片，照片，影片	指片子	
片	片	pin²	紙片，卡片，名片，圖片，雪片，藥片，明信片	（口語）扁平而薄的物體	
騙	骗	pin³			
遍	遍	pin³			
片	片	pin³	片刻，片面，片段，名片，卡片，圖片，明信片，片瓦無存，片言隻字	扁而薄的物體；很少，很短；（量詞）	
扁	扁	pin¹	扁舟		
編	编	pin¹			
偏	偏	pin¹			
翩	翩	pin¹			
篇	篇	pin¹			
蝙	蝙	pin¹/bin¹			
駢	骈	pin⁴			
便	便	pin⁴	便宜		
胼	胼	pin⁴			
撇	撇	pit³			
瞥	瞥	pit³			
漂	漂	piu³	漂亮，漂白，漂洗，漂染	美，好看；用水沖洗，或用化學藥品使紡織品變白	
票	票	piu³			
驃	骠	piu³	驃國，驃人，驃信，驃騎，驃勇	古代國名，也指勇猛，或馬奔跑的樣子	
剽	剽	piu³/piu⁵			
縹	缥	piu¹			
飄	飘	piu¹			
漂	漂	piu¹	漂浮，漂移，漂泊，漂流	浮在液體上；隨風或液體流動	
嘌	嘌	piu¹			
嫖	嫖	piu⁴			
瓢	瓢	piu⁴			
朴	朴	piu⁴			
瞟	瞟	piu⁵			
鰾	鳔	piu⁵			
殍	殍	piu⁵			
頗	颇	poh²	頗久，頗大，頗多，頗少，頗感興趣，頗有誠意，頗不以為然	略微，稍，很，甚	
笸	笸	poh²			
叵	叵	poh²			
破	破	poh³			
頗	颇	poh¹	偏頗	偏，不正	
坡	坡	poh¹/boh¹			
棵	棵	poh¹/foh²			
婆	婆	poh⁴			
鄱	鄱	poh⁴/boh³			
璞	璞	pok³			
樸	朴	pok³			
噗	噗	pok³			
撲	扑	pok³			
釙	钋	pok³			
粕	粕	pok³/paak³			
謗	谤	pong³			
膀	膀	pong⁴	膀胱		
彷	彷	pong⁴	彷徨	徘徊不前，猶疑不決的樣子	
龐	庞	pong⁴			
螃	螃	pong⁴			
滂	滂	pong⁴			
旁	旁	pong⁴			
磅	磅	pong⁴	磅礴	盛大，廣大，充滿，無邊際	
蚌	蚌	pong⁵			
霈	霈	pooi³			
配	配	pooi³			
沛	沛	pooi³			
珮	珮	pooi³			
佩	佩	pooi³			
胚	胚	pooi¹			
坯	坯	pooi¹			
培	培	pooi⁴			
賠	赔	pooi⁴			
裴	裴	pooi⁴			
徘	徘	pooi⁴			
陪	陪	pooi⁴			
倍	倍	pooi⁵			
蓓	蓓	pooi⁵/pooi⁴			
拚	拚	poon³			
判	判	poon³			
泮	泮	poon³			
番	番	poon¹	番禺	（地名）	
潘	潘	poon¹			
蟠	蟠	poon⁴			
盤	盘	poon⁴			
盆	盆	poon⁴			
槃	槃	poon⁴			
磐	磐	poon⁴			
蹣	蹒	poon⁴/moon⁴			
伴	伴	poon⁵		（口語）	
潑	泼	poot³			
譜	谱	po²			
溥	溥	po²			
浦	浦	po²			
普	普	po²			
潽	潽	po²			
脯	脯	po²/foo²	果脯，杏脯，桃脯，肉脯	果乾，肉乾	
舖	铺	po³	舖子，舖位，店舖	（名詞）	鋪
鋪	铺	po¹	鋪路，鋪開，鋪蓋，床鋪，搭鋪	（動詞）	
菩	菩	po⁴			
蒲	蒲	po⁴			
莆	莆	po⁴			
葡	葡	po⁴			
脯	脯	po⁴	胸脯，脯子	胸部	
匍	匍	po⁴			
袍	袍	po⁴			
抱	抱	po⁵			
泡	泡	po⁵	泡沫，泡子，氣泡，水泡，起泡，冒泡，發泡，肥皂泡	液體內有空氣的球狀物	
仆	仆	puk¹	前仆後繼	（俗）跌倒；以面伏地	
捧	捧	pung²/bung²			
碰	碰	pung³			
篷	篷	pung⁴			
芃	芃	pung⁴			
蓬	蓬	pung⁴/fung⁴			
璽	玺	saai²			
徙	徙	saai²			
屣	屣	saai²			
曬	晒	saai³			
三	三	saam³	三思	屢次，多次，再三	
仨	仨	saam¹			
三	三	saam¹	三個，三角，再三，三番五次	（數字）	
衫	衫	saam¹			
叄	叁	saam¹			
省	省	saang²	省份，節省		
牲	牲	saang¹			
甥	甥	saang¹			
散	散	saan²	散文，散漫，散髮	鬆開，不約束，不守紀律，零碎的，不集中的	
饊	馓	saan²			
篡	篡	saan³			
訕	讪	saan³			
汕	汕	saan³			
疝	疝	saan³			
散	散	saan³	散步，散心，散會，散佈	分開，分離，分佈，分給，排遣，解僱	
傘	伞	saan³			
涮	涮	saan³			
赸	赸	saan³			
珊	珊	saan¹			
栓	栓	saan¹			
山	山	saan¹			
閂	闩	saan¹			
拴	拴	saan¹			
舢	舢	saan¹			
潸	潸	saan¹			
刪	删	saan¹			
姍	姗	saan¹			
跚	跚	saan¹			
孱	孱	saan⁴			
潺	潺	saan⁴			
圾	圾	saap³			
颯	飒	saap³			
歃	歃	saap³			
薩	萨	saat³			
鎩	铩	saat³			
煞	煞	saat³			
殺	杀	saat³			
撒	撒	saat³			
剎	刹	saat³	剎車，剎住	止住	
剎	刹	saat³/chaat³	剎那，古剎，剎那間	佛寺	
稍	稍	saau²			
哨	哨	saau³			
潲	潲	saau³			
梢	梢	saau¹			
捎	捎	saau¹			
筲	筲	saau¹			
使	使	sai²	使用，使喚，支使，驅使，假使，即使，迫使，促使	（口語）用，差遣，令	
洗	洗	sai²			
駛	驶	sai²			
婿	婿	sai³			
世	世	sai³			
細	细	sai³			
勢	势	sai³			
犀	犀	sai¹			
嘶	嘶	sai¹			
硒	硒	sai¹			
西	西	sai¹			
篩	筛	sai¹			
舾	舾	sai¹			
樨	樨	sai¹			
茜	茜	sai¹		（人名用字）	
舐	舐	sai⁵/sai²			
逝	逝	sai⁶			
筮	筮	sai⁶			
噬	噬	sai⁶			
誓	誓	sai⁶			
塞	塞	sak¹	塞滿，塞子，塞住，塞車，塞責，耳塞，活塞，木塞，瓶塞，堵塞，閉塞，阻塞，充塞，搪塞，軟木塞，閉目塞聽	堵，填滿，阻隔，受阻，不暢，不通	
噻	噻	sak¹			
嬸	婶	sam²			
審	审	sam²			
沈	沈	sam²			
瀋	沈	sam²			
滲	渗	sam³			
沁	沁	sam³			
深	深	sam¹			
心	心	sam¹			
芯	芯	sam¹	燈芯	去皮的燈心草	
參	参	sam¹	參茶，參茸，參星，參商，參鬚，人參，黨參，高麗參，動如參商	一種草藥植物；二十八宿之一	蔘
森	森	sam¹			
琛	琛	sam¹			
郴	郴	sam¹			
鰺	鲹	sam¹			
涔	涔	sam⁴			
岑	岑	sam⁴			
忱	忱	sam⁴			
梣	梣	sam⁴			
諶	谌	sam⁴			
什	什	sam⁶	什麼	（疑問詞）	甚
甚	甚	sam⁶			
椹	葚	sam⁶			
擤	擤	sang³			
蹭	蹭	sang³			
笙	笙	sang¹			
生	生	sang¹/saang¹			
砷	砷	san¹			
娠	娠	san¹			
呻	呻	san¹			
伸	伸	san¹			
新	新	san¹			
薪	薪	san¹			
燊	燊	san¹			
身	身	san¹			
申	申	san¹			
紳	绅	san¹			
辛	辛	san¹			
鋅	锌	san¹			
莘	莘	san¹			
晨	晨	san⁴			
辰	辰	san⁴			
神	神	san⁴			
臣	臣	san⁴			
腎	肾	san⁶			
慎	慎	san⁶			
蜃	蜃	san⁶/san⁵			
霎	霎	sap³			
濕	湿	sap¹			溼
澀	涩	sap¹/sik¹/gip³			
十	十	sap⁶			
拾	拾	sap⁶			
蝨	虱	sat¹			
室	室	sat¹			
失	失	sat¹			
膝	膝	sat¹			
瑟	瑟	sat¹			
璱	璱	sat¹			
實	实	sat⁶			
手	手	sau²			
首	首	sau²			
嗾	嗾	sau²			
擻	擞	sau²			
守	守	sau²			
搜	搜	sau²	搜身，搜捕	搜索檢查	
藪	薮	sau²			
叟	叟	sau²			
艘	艘	sau²/sau¹			
宿	宿	sau³	星宿，二十八宿	（天文學）星的集合體	
獸	兽	sau³			
狩	狩	sau³			
嗽	嗽	sau³			
鏽	锈	sau³			銹
繡	绣	sau³			綉
漱	漱	sau³			
琇	琇	sau³			
瘦	瘦	sau³			
秀	秀	sau³			
收	收	sau¹			
修	修	sau¹			
羞	羞	sau¹			
颼	飕	sau¹			
螋	螋	sau¹			
餿	馊	sau¹			
嗖	嗖	sau¹		（象聲詞）迅速通過的聲音	
饈	馐	sau¹			
搜	搜	sau¹/sau²	搜集，搜羅	尋求，尋找	蒐
仇	仇	sau⁴	仇人，仇恨，仇敵，結仇，恩仇，報仇，深仇大恨，恩將仇報，疾惡如仇	敵人，怨恨，敵意，報復	
愁	愁	sau⁴			
授	授	sau⁶			
綬	绶	sau⁶			
售	售	sau⁶			
受	受	sau⁶			
壽	寿	sau⁶			
耍	耍	sa²			
灑	洒	sa²			
莎	莎	sa¹	莎車，莎翁，溫莎	（地名，人名）	
啥	啥	sa¹			
痧	痧	sa¹			
沙	沙	sa¹			
砂	砂	sa¹			
卅	卅	sa¹			
裟	裟	sa¹			
鯊	鲨	sa¹			
紗	纱	sa¹			
死	死	sei²			
四	四	sei³			
錫	锡	sek³			
碩	硕	sek⁶			
石	石	sek⁶	石頭，岩石	堅硬的塊狀物	
削	削	seuk³			
爍	烁	seuk³			
鑠	铄	seuk³			
想	想	seung²			
賞	赏	seung²			
鯗	鲞	seung²			
相	相	seung³	相貌，相親，相國，相命，相字，長相，面相，福相，窘相，吃相，丞相，宰相，儐相，寒酸相，窮酸相，相機而動，相夫教子，吉人天相，人不可貌相	審視，察看，辨察，占卜；外表，容貌，外形，模樣；官名	
霜	霜	seung¹			
雙	双	seung¹			
廂	厢	seung¹			
商	商	seung¹			
傷	伤	seung¹			
孀	孀	seung¹			
觴	觞	seung¹			
湘	湘	seung¹			
箱	箱	seung¹			
鸘	鹴	seung¹			
殤	殇	seung¹			
鑲	镶	seung¹			
相	相	seung¹	相信，相稱，相較，相像，相異，互相，相得益彰，相親相愛，兩地相思，出門相迎，守望相助，實不相瞞，旗鼓相當，有事相煩	彼此，交互，兩方面	
襄	襄	seung¹			
驤	骧	seung¹			
熵	熵	seung¹			
嫦	嫦	seung⁴			
嚐	尝	seung⁴			
嘗	尝	seung⁴			
徜	徜	seung⁴			
裳	裳	seung⁴			
常	常	seung⁴			
償	偿	seung⁴			
上	上	seung⁵	上山，上樓，上街，上學，上班，上油，上來，上市，上車	（動詞）上升	
上	上	seung⁶	上面，上級，上次，上午，上輩，山上，以上，晚上，馬上	位置在高處	
尚	尚	seung⁶			
捨	舍	se²			
寫	写	se²			
瀉	泻	se³			
赦	赦	se³			
舍	舍	se³			
卸	卸	se³			
猞	猞	se³			
些	些	se¹			
賒	赊	se¹			
蛇	蛇	se⁴	蛇皮，毒蛇		
畲	畲	se⁴			
佘	佘	se⁴			
社	社	se⁵			
麝	麝	se⁶			
射	射	se⁶			
式	式	sik¹			
飾	饰	sik¹			
晰	晰	sik¹			
析	析	sik¹			
色	色	sik¹			
適	适	sik¹			
媳	媳	sik¹			
嗇	啬	sik¹			
釋	释	sik¹			
淅	淅	sik¹			
蟋	蟋	sik¹			
悉	悉	sik¹			
螫	螫	sik¹	螫針，螫傷	毒蟲刺人	
熄	熄	sik¹			
軾	轼	sik¹			
昔	昔	sik¹			
皙	皙	sik¹			
息	息	sik¹			
拭	拭	sik¹			
蜥	蜥	sik¹			
識	识	sik¹	識別，識字，認識，見識，知識，常識，膽識，素不相識	知道，認得，認識	
惜	惜	sik¹			
銫	铯	sik¹			
瘜	瘜	sik¹			
奭	奭	sik¹			
窸	窸	sik¹			
裼	裼	sik¹/sik³	袒裼，袒裼裸裎	（古）長衣	
蝕	蚀	sik⁶			
食	食	sik⁶			
閃	闪	sim²			
陝	陕	sim²			
苫	苫	sim³	苫布，苫上	（動詞）用草編成的席、布等覆蓋	
苫	苫	sim¹	苫布，草苫子	（名詞）以草編成的覆蓋物	
禪	禅	sim⁴	禪宗，坐禪	指與佛教有關的事物	
蟾	蟾	sim⁴			
單	单	sim⁴	單于	匈奴君主的稱號	
嬋	婵	sim⁴/sin⁴			
贍	赡	sim⁶			
省	省	sing²	反省，不省人事		
醒	醒	sing²/seng²			
聖	圣	sing³			
勝	胜	sing³	勝利，戰勝，勝訴，勝過，勝似，勝於，勝會，勝地，勝景，取勝，名勝，獲勝，優勝，打勝仗，略勝一籌，名山勝景，以少勝多，引人入勝，旗開得勝，出奇制勝	打敗，超過；優美	
姓	姓	sing³			
性	性	sing³			
陞	升	sing¹			
惺	惺	sing¹			
猩	猩	sing¹			
星	星	sing¹			
勝	胜	sing¹	勝任，不勝，不勝枚舉，不可勝數，數不勝數	能承受，禁得起	
昇	升	sing¹			
升	升	sing¹			
腥	腥	sing¹/seng¹			
聲	声	sing¹/seng¹			
丞	丞	sing⁴			
城	城	sing⁴			
成	成	sing⁴			
承	承	sing⁴			
乘	乘	sing⁴			
盛	盛	sing⁴	盛飯，盛湯，盛水，盛滿，盛不了，盛水不漏	用容器裝東西	
繩	绳	sing⁴			
誠	诚	sing⁴			
澠	渑	sing⁴	澠水	（古河流名）	
晟	晟	sing⁴			
宬	宬	sing⁴			
玹	玹	sing⁴			
剩	剩	sing⁶			
盛	盛	sing⁶	茂盛，昌盛，興盛，盛大，盛開，盛事，盛傳，盛宴，盛怒，盛情，盛意，盛會，盛產，盛舉，盛行，盛裝，盛誇，盛讚，盛饌，旺盛，繁盛，豐盛，盛情難卻，盛況空前，全盛時期，年輕氣盛，桃花盛開，生意興盛	興旺，繁榮，隆重；大規模，程度深，極為	
嵊	嵊	sing⁶			
鮮	鲜	sin²	鮮有，鮮見，鮮少，鮮為人知，寡廉鮮恥	少，寡，不多	
跣	跣	sin²			
冼	冼	sin²			
癬	癣	sin²			
騸	骟	sin³			
腺	腺	sin³			
扇	扇	sin³			
煽	煽	sin³			
霰	霰	sin³			
線	线	sin³			綫
鮮	鲜	sin¹	鮮花，鮮美，鮮明，鮮豔，鮮嫩，新鮮，海鮮，嚐鮮，屢見不鮮	美味，甜美，清新	
先	先	sin¹			
仙	仙	sin¹			
酰	酰	sin¹			
秈	籼	sin¹			
氙	氙	sin¹/saan¹			
蟬	蝉	sin⁴			
澶	澶	sin⁴			
鱔	鳝	sin⁵			
嬗	嬗	sin⁶			
擅	擅	sin⁶			
膳	膳	sin⁶			
倩	倩	sin⁶			
善	善	sin⁶			
羨	羡	sin⁶			
繕	缮	sin⁶			
鄯	鄯	sin⁶			
單	单	sin⁶	單縣	（姓，地名）	
禪	禅	sin⁶	禪讓	帝王把帝位讓給別人	
撣	掸	sin⁶	撣族，撣邦	傣族的舊稱；緬甸民族之一	
茜	茜	sin⁶	茜草，茜紗	紅色	
攝	摄	sip³			
涉	涉	sip³			
歙	歙	sip³	歙縣	（地名）	
懾	慑	sip³/jip³			
屑	屑	sit³			
洩	泄	sit³			
竊	窃	sit³			
褻	亵	sit³			
薛	薛	sit³			
楔	楔	sit³			
絏	绁	sit³			紲
媟	媟	sit³			
揳	揳	sit³/sip³			
舌	舌	sit⁶/sit³			
小	小	siu²			
少	少	siu²	少數，多少	不多	
筱	筱	siu²			
少	少	siu³	少年，少爺，少男，少女，惡少，老少	年輕，青年	
嘯	啸	siu³			
笑	笑	siu³			
魈	魈	siu¹			
宵	宵	siu¹			
消	消	siu¹			
霄	霄	siu¹			
瀟	潇	siu¹			
韶	韶	siu¹			
銷	销	siu¹			
燒	烧	siu¹			
蕭	萧	siu¹			
硝	硝	siu¹			
逍	逍	siu¹			
簫	箫	siu¹			
邵	邵	siu⁶			
紹	绍	siu⁶			
兆	兆	siu⁶			
肇	肇	siu⁶			
劭	劭	siu⁶			
召	召	siu⁶		（姓）	
史	史	si²			
屎	屎	si²			
使	使	si²	使用，使喚，支使，驅使，假使，即使，迫使，促使	用，差遣，令	
諡	谥	si³			謚
肆	肆	si³			
弒	弑	si³			
試	试	si³			
駟	驷	si³			
嗜	嗜	si³			
使	使	si³	使節，使命，使者，使徒，大使，特使，天使	奉命辦理事物；派駐國外進行外交事務的人員	
泗	泗	si³			
思	思	si³/si¹	意思，好意思，小意思，有意思，不好意思	意義，含義，意見，心意，用意，趨勢，趣味	
施	施	si¹			
私	私	si¹			
絲	丝	si¹			
師	师	si¹			
獅	狮	si¹			
詩	诗	si¹			
尸	尸	si¹			
撕	撕	si¹			
蓍	蓍	si¹			
斯	斯	si¹			
司	司	si¹			
思	思	si¹	思想，思考，思念，思索，思路，思緒，深思，反思，心思，構思，單相思，三思而行，百思不解，深思熟慮，胡思亂想，飲水思源，不假思索，不可思議	想，懷念，想念；想法，意念	
屍	尸	si¹			
廝	厮	si¹			
鍶	锶	si¹			
偲	偲	si¹			
鷥	鸶	si¹			
蒔	莳	si⁴			
時	时	si⁴			
鰣	鲥	si⁴			
匙	匙	si⁴	鑰匙，鎖匙	開鎖的器具	
市	市	si⁵			
事	事	si⁶			
仕	仕	si⁶			
士	士	si⁶			
侍	侍	si⁶			
是	是	si⁶			
伺	伺	si⁶	伺候	守候，服侍，照料	
視	视	si⁶			
氏	氏	si⁶	姓氏，無名氏		
豉	豉	si⁶			
示	示	si⁶			
所	所	soh²			
嗩	唢	soh²			
鎖	锁	soh²			
瑣	琐	soh²			
唆	唆	soh¹			
嗦	嗦	soh¹			
蔬	蔬	soh¹			
疏	疏	soh¹			
蓑	蓑	soh¹			簑
梭	梭	soh¹			
梳	梳	soh¹			
羧	羧	soh¹			
娑	娑	soh¹			
莎	莎	soh¹	莎草	香附子，一種草本植物	
傻	傻	soh⁴			
鰓	鳃	soi¹			
腮	腮	soi¹			
朔	朔	sok³			
索	索	sok³	繩索		
槊	槊	sok³			
矟	矟	sok³			
蒴	蒴	sok³			
